name,phone,cpf,email,tags
Eduardo Araújo,+5545955075093,80608040304,lead1037@example.com,
Vitor Oliveira,+5586996048614,04157219031,lead1038@example.com,
Maria Santos,+5547959945797,35830511061,,"checkup, implant"
Julia Santos,+5573950127147,86141962963,lead1040@example.com,
Yasmin Ribeiro,+5582910511425,,lead1041@example.com,
Ana Costa,+5596961887856,18062174301,lead1042@example.com,"implant, checkup"
Ana Lopes,+5589912804085,,lead1043@example.com,"new-patient, braces, whitening"
Olivia Costa,+5534954233805,,lead1044@example.com,"urgent, braces, returning"
Rafaela Lopes,+5571939520058,,,"implant, returning, checkup"
Julia Pereira,+5566976634176,,lead1046@example.com,"checkup, urgent"
Bruno Rocha,+5543958206478,23146828901,lead1047@example.com,
Bruno Costa,+5532947187673,,lead1048@example.com,"ortho, cleaning, new-patient"
Diana Pereira,+5594925955503,19180392750,lead1049@example.com,"checkup, braces"
Lucas Almeida,+5518990598818,55556238529,,
Fernanda Oliveira,+5513910907558,,lead1051@example.com,"checkup, vip, urgent"
Julia Oliveira,+5546954449893,36780638374,,checkup
Rafaela Lopes,+5528924486282,21534203770,lead1053@example.com,"vip, checkup, urgent"
Helena Nascimento,+5555959592290,62022156315,lead1054@example.com,ortho
Bruno Pereira,+5599951190166,78406513055,lead1055@example.com,"urgent, vip, checkup"
Diana Rocha,+5573992811487,95924564533,lead1056@example.com,
Vitor Oliveira,+5548920453400,94590634546,lead1057@example.com,"braces, vip, implant"
Tatiana Costa,+5554978270158,56926487251,lead1058@example.com,"returning, implant, urgent"
Yasmin Costa,+5555982458997,82919055763,lead1059@example.com,braces
Eduardo Martins,+5548960022225,63867632200,lead1060@example.com,"checkup, returning, ortho"
Rafaela Lopes,+5586937904981,42111326364,lead1061@example.com,vip
Nicolas Costa,+5592958125982,54474351371,lead1062@example.com,"ortho, checkup"
Pedro Barbosa,+5548946156368,53302159277,lead1063@example.com,implant
Ana Moreira,+5538971031571,46795415988,lead1064@example.com,braces
Carlos Pereira,+5594918843550,32769868926,lead1065@example.com,"new-patient, implant, whitening"
Bruno Barbosa,+5527998054756,61168246768,lead1066@example.com,
Yasmin Pereira,+5566958219074,94868140906,lead1067@example.com,"whitening, cleaning"
Fernanda Santos,+5585975100836,47621122838,lead1068@example.com,
Diana Rodrigues,+5565919946216,44591233472,lead1069@example.com,"checkup, urgent"
Gabriel Araújo,+5537981731985,28361722157,lead1070@example.com,
Helena Barbosa,+5532984123926,37404155410,lead1071@example.com,"braces, checkup, ortho"
Nicolas Lima,+5581987108031,32431084205,lead1072@example.com,"whitening, ortho, new-patient"
Diana Barbosa,+5561931964604,,lead1073@example.com,returning
Tatiana Pereira,+5562916852607,53195524830,lead1074@example.com,
Eduardo Carvalho,+5519939323314,48581537898,lead1075@example.com,
Pedro Gomes,+5545922490728,26898702904,lead1076@example.com,
Tatiana Lima,+5586924548979,,lead1077@example.com,"urgent, new-patient, ortho"
Gabriel Almeida,+5562931828567,32881217354,,vip
Igor Nascimento,+5595977714911,,lead1079@example.com,"vip, implant"
Helena Almeida,+5515993105746,86157426691,lead1080@example.com,whitening
Rafaela Rodrigues,+5533970876495,37395792939,lead1081@example.com,"checkup, implant, ortho"
Rafaela Ferreira,+5533958176035,,lead1082@example.com,"ortho, implant, checkup"
Olivia Gomes,+5571971404338,89483883555,,"implant, ortho"
Lucas Santos,+5544917492185,79255397630,lead1084@example.com,ortho
Fernanda Moreira,+5596962188626,,lead1085@example.com,ortho
Ana Carvalho,+5599976539872,04597862293,lead1086@example.com,
Pedro Carvalho,+5517930750058,96340440932,lead1087@example.com,
Pedro Moreira,+5513910172582,56003772581,lead1088@example.com,"new-patient, returning, implant"
Tatiana Silva,+5574910567111,79033421186,lead1089@example.com,"ortho, whitening"
Julia Pereira,+5562937795193,67421224556,lead1090@example.com,"urgent, implant"
Bruno Lopes,+5533989365682,,lead1091@example.com,"checkup, cleaning"
Gabriel Rocha,+5541939270939,67562117659,lead1092@example.com,"new-patient, braces"
Julia Gomes,+5554934740567,69417565869,lead1093@example.com,"vip, braces"
Eduardo Pereira,+5573970685120,,,checkup
Eduardo Martins,+5553946004081,,,"whitening, vip, returning"
Pedro Lima,+5531932105585,24809827003,lead1096@example.com,"braces, new-patient, cleaning"
Bruno Carvalho,+5532965654678,95244879340,lead1097@example.com,ortho
Ana Lopes,+5586954303332,79531109893,lead1098@example.com,
Carlos Almeida,+5571970488755,05653117781,,checkup
Rafaela Santos,+5541916097906,,lead1100@example.com,"whitening, vip"
Gabriel Costa,+5542997331138,,lead1101@example.com,"implant, whitening"
Olivia Ribeiro,+5586997445529,,lead1102@example.com,"new-patient, checkup, whitening"
Eduardo Araújo,+5524963144269,75595898399,lead1103@example.com,
Olivia Martins,+5594956042144,50742806995,lead1104@example.com,"checkup, implant"
Diana Silva,+5551939623494,10174599161,lead1105@example.com,"new-patient, whitening"
Yasmin Carvalho,+5586921273227,09924125010,lead1106@example.com,vip
Bruno Gomes,+5524964165186,47534627494,lead1107@example.com,new-patient
Carlos Souza,+5568982099255,31821853652,lead1108@example.com,"implant, vip, cleaning"
Fernanda Rocha,+5589972195291,,lead1109@example.com,"implant, braces, returning"
Pedro Nascimento,+5581979098949,,lead1110@example.com,"new-patient, vip, braces"
Eduardo Martins,+5563993333586,57729705931,lead1111@example.com,"cleaning, vip"
Julia Costa,+5522961996110,35859515464,lead1112@example.com,"checkup, urgent"
Samuel Santos,+5544969413560,79900779495,lead1113@example.com,"returning, ortho, cleaning"
Olivia Pereira,+5518945678093,71713941902,lead1114@example.com,"checkup, vip, implant"
Ana Ferreira,+5545984240110,,,checkup
Lucas Ferreira,+5582980523725,62070500373,lead1116@example.com,ortho
Pedro Santos,+5532914012668,52685313877,lead1117@example.com,"returning, checkup, urgent"
Tatiana Carvalho,+5585984125839,,lead1118@example.com,
Tatiana Rocha,+5516926520945,57713716297,lead1119@example.com,"returning, vip, implant"
Maria Almeida,+5541982411836,,lead1120@example.com,
Ana Silva,+5511937147542,77364432116,lead1121@example.com,
Igor Martins,+5548980608694,,lead1122@example.com,returning
Gabriel Almeida,+5544984352548,08089636357,lead1123@example.com,whitening
Vitor Silva,+5528977522251,,,"implant, ortho, new-patient"
Gabriel Carvalho,+5538937698763,,lead1125@example.com,ortho
Igor Santos,+5515921092176,02682541763,lead1126@example.com,"returning, whitening"
Maria Martins,+5544925673037,,,vip
Rafaela Nascimento,+5515973933982,,lead1128@example.com,new-patient
Maria Lopes,+5513963978487,23476619575,lead1129@example.com,"urgent, braces, whitening"
Yasmin Araújo,+5519998094132,51593430248,lead1130@example.com,
Olivia Oliveira,+5514929068417,25653275107,,"cleaning, new-patient"
Ana Lima,+5528910719888,54243481490,,cleaning
Samuel Martins,+5582913202650,,lead1133@example.com,checkup
Maria Lima,+5534973530079,,lead1134@example.com,implant
Gabriel Gomes,+5581980573348,,lead1135@example.com,cleaning
Carlos Gomes,+5519913635105,86383072501,lead1136@example.com,"ortho, returning"
Igor Rodrigues,+5517963837671,83878069782,lead1137@example.com,"checkup, urgent, new-patient"
Ana Ribeiro,+5595967251803,36618814260,lead1138@example.com,implant
Tatiana Oliveira,+5565912398308,,lead1139@example.com,"ortho, returning"
Vitor Oliveira,+5517994094706,24188340347,lead1140@example.com,checkup
Rafaela Moreira,+5586956801419,90484925725,lead1141@example.com,
Diana Pereira,+5594951466492,42926196970,lead1142@example.com,"ortho, implant"
Maria Almeida,+5591987778409,93575709009,lead1143@example.com,"ortho, new-patient, whitening"
Nicolas Nascimento,+5515941578250,86237929398,,"braces, ortho, vip"
Yasmin Lima,+5549925863826,74420677350,lead1145@example.com,
Bruno Araújo,+5565931138071,63435081040,lead1146@example.com,
Tatiana Ferreira,+5532919799023,,lead1147@example.com,checkup
Rafaela Almeida,+5567930392592,97121791099,,"implant, new-patient, urgent"
Eduardo Silva,+5519919746251,,,"cleaning, urgent, vip"
Bruno Martins,+5517918107606,,lead1150@example.com,"ortho, whitening, cleaning"
Gabriel Oliveira,+5532999309861,,lead1151@example.com,
Julia Araújo,+5544914885097,50223806501,lead1152@example.com,"whitening, new-patient"
Vitor Carvalho,+5513967379864,,lead1153@example.com,"implant, urgent, braces"
Olivia Costa,+5587997655669,67645757973,lead1154@example.com,"new-patient, cleaning, braces"
Ana Rocha,+5545990286995,25500538004,lead1155@example.com,"cleaning, vip, new-patient"
Ana Moreira,+5574957933140,78167433862,lead1156@example.com,
Julia Oliveira,+5512984794324,18239307191,lead1157@example.com,urgent
Maria Costa,+5592960783541,64147385656,lead1158@example.com,"ortho, new-patient"
Samuel Araújo,+5514998352675,,lead1159@example.com,
Julia Araújo,+5585943349962,83146261120,,
Diana Gomes,+5538934080475,55962251695,lead1161@example.com,
Maria Araújo,+5535974014383,72626890294,lead1162@example.com,
Gabriel Costa,+5517940415819,,lead1163@example.com,"checkup, implant, vip"
Diana Carvalho,+5514934556608,38438120717,,checkup
Maria Rocha,+5516994812703,78774881493,,ortho
Yasmin Araújo,+5554941153305,65662028621,lead1166@example.com,"urgent, braces, whitening"
Samuel Barbosa,+5561916522094,24780861071,lead1167@example.com,"vip, urgent"
Olivia Nascimento,+5589991695764,88572380086,lead1168@example.com,"ortho, returning"
Rafaela Barbosa,+5519939120724,44419725630,,"vip, urgent"
Olivia Santos,+5569965637520,85692790351,lead1170@example.com,"braces, vip, returning"
Nicolas Costa,+5549929667855,,lead1171@example.com,urgent
Helena Pereira,+5591971034335,23971512194,,"ortho, urgent, checkup"
Diana Gomes,+5554991879703,85866333724,lead1173@example.com,
Vitor Almeida,+5514980620141,55574405423,lead1174@example.com,urgent
Yasmin Ribeiro,+5583956906521,82613136898,lead1175@example.com,checkup
Diana Almeida,+5517997112009,,lead1176@example.com,"cleaning, braces"
Igor Lima,+5586933188606,28727509400,lead1177@example.com,
Fernanda Rodrigues,+5577972637726,46643812550,,"urgent, whitening, checkup"
Carlos Pereira,+5562931090583,63194855409,lead1179@example.com,"whitening, checkup"
Igor Oliveira,+5541923730534,83531706632,lead1180@example.com,"implant, vip"
Bruno Santos,+5545910367222,61573137570,lead1181@example.com,"whitening, vip, cleaning"
Igor Costa,+5593960733643,03868997547,lead1182@example.com,"braces, urgent"
Tatiana Nascimento,+5599985698044,,lead1183@example.com,
Carlos Moreira,+5511926358607,,lead1184@example.com,"returning, cleaning, whitening"
Gabriel Rocha,+5591917045499,,lead1185@example.com,"implant, new-patient"
Pedro Pereira,+5575990629718,,lead1186@example.com,returning
Julia Ribeiro,+5571945418142,38521405790,lead1187@example.com,
Bruno Pereira,+5599976331094,,lead1188@example.com,
Lucas Lopes,+5516927680076,89764827438,lead1189@example.com,"braces, implant, vip"
Lucas Rodrigues,+5573918949031,64505400522,lead1190@example.com,"cleaning, urgent"
Nicolas Oliveira,+5515982086406,36122143570,lead1191@example.com,"braces, urgent, new-patient"
Eduardo Rocha,+5515943995645,13212117320,,
Olivia Moreira,+5583944857188,59592357730,,"whitening, implant, cleaning"
Helena Carvalho,+5527924699647,,lead1194@example.com,"cleaning, whitening"
Nicolas Lima,+5546975807502,29352691016,lead1195@example.com,checkup
Helena Gomes,+5544986805160,,,ortho
Pedro Pereira,+5516971765335,86812454737,lead1197@example.com,"returning, ortho"
Eduardo Lopes,+5569951481122,63476721388,lead1198@example.com,"cleaning, checkup"
Nicolas Barbosa,+5564942392197,83024715690,lead1199@example.com,vip
Rafaela Nascimento,+5533930323220,66175186591,lead1200@example.com,checkup
Fernanda Silva,+5593939819705,29123211237,lead1201@example.com,"whitening, urgent"
Vitor Araújo,+5597978211478,,,"new-patient, implant"
Ana Almeida,+5548938086068,73018952243,,"returning, new-patient, whitening"
Helena Barbosa,+5595923135757,97229844207,lead1204@example.com,
Gabriel Ribeiro,+5584918683486,23557140539,lead1205@example.com,"implant, vip, braces"
Diana Barbosa,+5516963982407,27721373689,lead1206@example.com,"urgent, returning"
Julia Souza,+5599998191001,48325254505,lead1207@example.com,urgent
Rafaela Rodrigues,+5512951326578,50590007106,lead1208@example.com,"urgent, whitening"
Fernanda Carvalho,+5516981276684,,lead1209@example.com,
Eduardo Moreira,+5579926173467,66288665304,,
Eduardo Ribeiro,+5515940615056,,lead1211@example.com,urgent
Bruno Ribeiro,+5564970964400,37354888702,lead1212@example.com,"cleaning, checkup"
Eduardo Nascimento,+5587935067757,80644460580,,"checkup, urgent"
Pedro Carvalho,+5573969545734,25371813527,lead1214@example.com,braces
Olivia Rodrigues,+5548994135003,82018576585,lead1215@example.com,braces
Tatiana Martins,+5594950185365,53219619800,,"cleaning, implant"
Bruno Carvalho,+5548936195430,58914970779,,checkup
Rafaela Souza,+5533910638482,01589978404,lead1218@example.com,"new-patient, cleaning, whitening"
Julia Lopes,+5585928046538,20846797453,,urgent
Diana Lopes,+5544939609894,58866467103,lead1220@example.com,cleaning
Eduardo Silva,+5518950676149,72272582702,lead1221@example.com,new-patient
Bruno Moreira,+5554938411436,46270843235,lead1222@example.com,ortho
Fernanda Lopes,+5599935378873,,,"implant, whitening, urgent"
Fernanda Santos,+5595923758693,,,
Gabriel Araújo,+5579992732440,90933700652,lead1225@example.com,
Ana Santos,+5597946591272,02652156764,lead1226@example.com,"urgent, whitening, cleaning"
Olivia Silva,+5514940066476,98506928044,,vip
Yasmin Martins,+5533933711817,55905686769,lead1228@example.com,
Nicolas Ribeiro,+5569919587802,79221494683,lead1229@example.com,"whitening, urgent, vip"
Ana Souza,+5549916276811,48215315933,lead1230@example.com,"returning, vip"
Ana Costa,+5583937033742,,lead1231@example.com,
Igor Rodrigues,+5585979917740,79183621440,lead1232@example.com,vip
Fernanda Souza,+5533933956267,14620218243,lead1233@example.com,whitening
Samuel Moreira,+5581935012088,80070604053,lead1234@example.com,checkup
Yasmin Lima,+5537921369562,96030320262,lead1235@example.com,returning
Julia Souza,+5518977247251,,lead1236@example.com,braces
Vitor Araújo,+5589970360951,14614965601,lead1237@example.com,checkup
Samuel Oliveira,+5567935843103,02828384659,lead1238@example.com,returning
Rafaela Santos,+5591912959223,,lead1239@example.com,
Rafaela Silva,+5579920071510,,,
Julia Martins,+5543920438229,47326674574,,vip
Gabriel Ribeiro,+5551995776805,72826014536,lead1242@example.com,"vip, cleaning"
Yasmin Lopes,+5533994222474,27441220092,lead1243@example.com,"urgent, returning"
Julia Oliveira,+5517985483227,02241162582,lead1244@example.com,new-patient
Yasmin Ferreira,+5589924248371,,lead1245@example.com,
Diana Oliveira,+5589998305573,30007168071,lead1246@example.com,returning
Carlos Gomes,+5547971256481,,lead1247@example.com,
Fernanda Martins,+5567920088706,01242077154,lead1248@example.com,
Ana Ferreira,+5581953563630,,,cleaning
Rafaela Costa,+5582993877200,37819265167,,checkup
Bruno Souza,+5537950608367,,lead1251@example.com,"cleaning, ortho"
Yasmin Nascimento,+5563951633415,,,
Vitor Costa,+5565980207051,86096957358,lead1253@example.com,urgent
Igor Carvalho,+5586947326549,,lead1254@example.com,
Julia Silva,+5538986174956,,,"ortho, whitening"
Nicolas Gomes,+5569956306038,,lead1256@example.com,"vip, returning, ortho"
Julia Moreira,+5597992901620,96182668342,,"urgent, vip"
Yasmin Rocha,+5515933314465,56979464140,lead1258@example.com,"urgent, vip"
Olivia Moreira,+5551947902247,07724958408,lead1259@example.com,"implant, braces"
Nicolas Ferreira,+5521940242734,41367547873,lead1260@example.com,"urgent, ortho, implant"
Samuel Lima,+5542946306448,85837536957,lead1261@example.com,"whitening, implant, ortho"
Gabriel Nascimento,+5513918116097,,lead1262@example.com,"new-patient, urgent"
Gabriel Souza,+5553944116447,,lead1263@example.com,
Nicolas Ribeiro,+5597919918976,09691108046,lead1264@example.com,"urgent, braces"
Carlos Moreira,+5565934028251,58253023014,lead1265@example.com,"checkup, braces"
Ana Costa,+5596959771848,24643698616,lead1266@example.com,"cleaning, urgent, new-patient"
Pedro Araújo,+5518913781172,12942949970,lead1267@example.com,"implant, cleaning"
Lucas Rocha,+5511924573973,,lead1268@example.com,"vip, urgent"
Yasmin Costa,+5585943707425,,lead1269@example.com,returning
Yasmin Rodrigues,+5582961207661,11506151680,lead1270@example.com,braces
Pedro Ferreira,+5565983726306,,lead1271@example.com,
Julia Gomes,+5563931148552,60328883395,,"cleaning, vip"
Lucas Rodrigues,+5597914563132,49676129380,lead1273@example.com,
Vitor Ferreira,+5522997557241,,,checkup
Diana Lima,+5513957172403,38218291768,lead1275@example.com,"cleaning, ortho"
Igor Lima,+5518953706371,07113741550,lead1276@example.com,
Lucas Santos,+5527913921016,,lead1277@example.com,checkup
Helena Pereira,+5593973455058,22777342504,lead1278@example.com,implant
Olivia Moreira,+5596988520742,20075778602,lead1279@example.com,ortho
Ana Almeida,+5512995188587,,lead1280@example.com,"braces, new-patient, ortho"
Vitor Souza,+5533969944790,21796720801,lead1281@example.com,"cleaning, whitening, checkup"
Olivia Lopes,+5524934598310,45424614086,lead1282@example.com,
Maria Lopes,+5513980011310,,lead1283@example.com,"whitening, vip"
Maria Souza,+5587933630934,52294582241,lead1284@example.com,"braces, new-patient, returning"
Lucas Souza,+5564969153367,,lead1285@example.com,
Gabriel Carvalho,+5561910076453,55594371400,lead1286@example.com,ortho
Maria Gomes,+5581956233882,,,"vip, new-patient"
Rafaela Silva,+5588918911771,,,"ortho, braces"
Nicolas Moreira,+5524986909423,95826963115,lead1289@example.com,implant
Lucas Pereira,+5553986713537,,lead1290@example.com,
Carlos Oliveira,+5566919828814,98670926946,lead1291@example.com,
Rafaela Moreira,+5577911725856,11330986300,lead1292@example.com,
Maria Almeida,+5527935275206,10583373003,lead1293@example.com,"vip, new-patient, checkup"
Helena Gomes,+5566949902676,52877980758,lead1294@example.com,checkup
Maria Silva,+5564944021917,36699240781,lead1295@example.com,ortho
Bruno Carvalho,+5562934414583,,lead1296@example.com,"implant, ortho, checkup"
Gabriel Barbosa,+5599967876553,48657999900,lead1297@example.com,"vip, whitening, implant"
Bruno Almeida,+5549926027420,42999061609,lead1298@example.com,"checkup, vip, cleaning"
Julia Costa,+5537946321703,01714678849,lead1299@example.com,"urgent, whitening, checkup"
Carlos Moreira,+5586961216573,42255000393,lead1300@example.com,"urgent, ortho, implant"
Pedro Santos,+5586910813487,,lead1301@example.com,"returning, vip"
Carlos Carvalho,+5548967243596,93608517103,lead1302@example.com,implant
Pedro Souza,+5555984399764,12701264820,lead1303@example.com,"vip, new-patient"
Samuel Nascimento,+5562913393100,34157048741,,
Igor Souza,+5566962421763,73546284097,lead1305@example.com,"whitening, vip"
Carlos Araújo,+5513982160272,,lead1306@example.com,"whitening, new-patient, ortho"
Lucas Ferreira,+5589957877555,62599383307,lead1307@example.com,
Carlos Ribeiro,+5545935199336,72271187460,lead1308@example.com,
Samuel Carvalho,+5589939944819,73135108457,lead1309@example.com,returning
Helena Pereira,+5564966935438,36921372499,lead1310@example.com,new-patient
Pedro Carvalho,+5587991712544,51596272198,,"ortho, vip"
Rafaela Araújo,+5541966197367,63661585681,lead1312@example.com,checkup
Yasmin Santos,+5551942649329,38003821053,lead1313@example.com,implant
Carlos Souza,+5593925464153,,lead1314@example.com,"cleaning, checkup, ortho"
Fernanda Araújo,+5588951526375,48113405909,lead1315@example.com,
Eduardo Nascimento,+5566965405963,92253757004,lead1316@example.com,"ortho, urgent"
Rafaela Silva,+5531985032206,62592126660,,
Fernanda Lopes,+5528964156738,93085390260,lead1318@example.com,braces
Nicolas Oliveira,+5541965858379,10392173468,lead1319@example.com,
Gabriel Rodrigues,+5562928262356,12150991268,lead1320@example.com,returning
Maria Souza,+5549924016716,79926722164,lead1321@example.com,cleaning
Yasmin Martins,+5577912194852,,lead1322@example.com,"vip, implant, ortho"
Olivia Souza,+5532912617322,88090570828,lead1323@example.com,
Fernanda Nascimento,+5546924123786,97464747313,lead1324@example.com,
Helena Silva,+5592969864626,,lead1325@example.com,
Ana Santos,+5598968481633,17034356130,lead1326@example.com,"implant, braces"
Carlos Barbosa,+5524968020252,97319598230,lead1327@example.com,"vip, urgent, whitening"
Olivia Pereira,+5533945535885,57200586056,lead1328@example.com,"cleaning, checkup"
Samuel Rodrigues,+5551987321413,96397275124,,"new-patient, whitening, ortho"
Eduardo Souza,+5513988126539,,lead1330@example.com,
Yasmin Rodrigues,+5567940511518,,lead1331@example.com,
Vitor Almeida,+5589948420951,,lead1332@example.com,
Igor Carvalho,+5528974669540,39252115358,lead1333@example.com,"braces, new-patient, urgent"
Olivia Nascimento,+5547978021643,87081985947,lead1334@example.com,
Igor Rodrigues,+5511992541634,86090176133,lead1335@example.com,checkup
Ana Ribeiro,+5538960685642,47561054831,lead1336@example.com,"implant, vip"
Vitor Costa,+5577970286656,24263913248,lead1337@example.com,
Maria Lopes,+5533974112952,,lead1338@example.com,"whitening, ortho"
Igor Pereira,+5593939029720,71272599094,lead1339@example.com,
Igor Oliveira,+5568919519623,72898378194,lead1340@example.com,urgent
Julia Rodrigues,+5588936451414,07545727495,lead1341@example.com,
Vitor Barbosa,+5554929581454,,,"urgent, cleaning, new-patient"
Julia Silva,+5599974126742,45128056643,lead1343@example.com,"whitening, cleaning"
Fernanda Costa,+5512940124754,68025978290,,"ortho, cleaning"
Tatiana Costa,+5549988761770,,lead1345@example.com,"implant, urgent"
Helena Carvalho,+5585988069098,,lead1346@example.com,"ortho, vip"
Diana Nascimento,+5511942875271,,lead1347@example.com,
Eduardo Martins,+5527989960432,00832806773,lead1348@example.com,
Ana Lima,+5581972775175,63577067284,,checkup
Yasmin Pereira,+5582975027024,45469621006,lead1350@example.com,"returning, vip"
Vitor Rocha,+5592938033354,,lead1351@example.com,"urgent, new-patient"
Bruno Ferreira,+5583964695709,97056187390,,"checkup, implant"
Vitor Rocha,+5514946890807,,lead1353@example.com,"implant, new-patient, urgent"
Gabriel Ribeiro,+5597998236997,78619807315,lead1354@example.com,"urgent, whitening"
Ana Gomes,+5534974050828,78105531860,lead1355@example.com,returning
Nicolas Ribeiro,+5549978816203,,lead1356@example.com,
Helena Martins,+5588941558449,15705518633,lead1357@example.com,"braces, new-patient, urgent"
Helena Carvalho,+5518931503118,,lead1358@example.com,braces
Samuel Silva,+5521938375868,,,urgent
Maria Souza,+5517977150503,,lead1360@example.com,implant
Pedro Oliveira,+5534942797727,83588083804,lead1361@example.com,"urgent, new-patient, braces"
Gabriel Lopes,+5515947201302,23181618527,,"returning, braces"
Eduardo Rocha,+5553936294619,01581353936,lead1363@example.com,returning
Pedro Martins,+5577995945748,82742669000,,"checkup, returning, ortho"
Fernanda Lopes,+5528923121593,,lead1365@example.com,whitening
Tatiana Martins,+5516995400465,47978108155,,new-patient
Olivia Araújo,+5597937975171,,lead1367@example.com,
Maria Pereira,+5537956113820,,lead1368@example.com,"new-patient, braces, urgent"
Diana Silva,+5595911805834,,lead1369@example.com,"new-patient, ortho"
Julia Moreira,+5561970711932,89542644760,,ortho
Carlos Oliveira,+5553979034518,74875051549,lead1371@example.com,"new-patient, implant, cleaning"
Eduardo Rodrigues,+5513994746646,,,"whitening, urgent"
Julia Martins,+5589911233943,22777453756,lead1373@example.com,whitening
Julia Silva,+5547949011788,44002131106,,vip
Gabriel Moreira,+5569934561124,,lead1375@example.com,implant
Olivia Rocha,+5528919294709,,lead1376@example.com,checkup
Igor Santos,+5512958103299,39086204570,lead1377@example.com,vip
Carlos Souza,+5598969764413,30787637734,lead1378@example.com,"braces, whitening"
Olivia Souza,+5522954970081,57318398407,lead1379@example.com,
Olivia Pereira,+5574942129146,71341091279,lead1380@example.com,
Gabriel Araújo,+5569925455628,,lead1381@example.com,returning
Eduardo Costa,+5591982528873,82874378496,,new-patient
Vitor Pereira,+5555923823224,24122819555,lead1383@example.com,urgent
Samuel Pereira,+5545934584600,89113070258,lead1384@example.com,"ortho, new-patient, returning"
Bruno Moreira,+5596998391426,30545042399,lead1385@example.com,"cleaning, returning"
Julia Ferreira,+5547936832949,96763835205,lead1386@example.com,checkup
Ana Araújo,+5533959735581,,,returning
Bruno Almeida,+5534971172811,,lead1388@example.com,
Pedro Pereira,+5598942363977,74065782619,,"new-patient, whitening"
Julia Nascimento,+5564950143809,,lead1390@example.com,"returning, implant, braces"
Helena Rodrigues,+5569932430685,61360528148,lead1391@example.com,
Lucas Ribeiro,+5587981063438,35244577468,lead1392@example.com,"vip, ortho"
Julia Silva,+5555975379669,,lead1393@example.com,urgent
Rafaela Carvalho,+5566951381557,,lead1394@example.com,"new-patient, urgent, vip"
Ana Oliveira,+5514920893833,08485953606,lead1395@example.com,vip
Vitor Pereira,+5517996031509,11638081212,lead1396@example.com,"ortho, implant, returning"
Ana Martins,+5586946202232,39793350113,lead1397@example.com,
Maria Lima,+5567982686647,09095484041,,ortho
Samuel Rodrigues,+5567952999515,,lead1399@example.com,"whitening, braces"
Tatiana Ferreira,+5575968133197,,,
Fernanda Oliveira,+5575919977003,40217695108,lead1401@example.com,implant
Diana Martins,+5581923743569,74710238480,lead1402@example.com,"vip, new-patient"
Olivia Araújo,+5565927573732,12716523231,lead1403@example.com,"ortho, whitening, returning"
Lucas Carvalho,+5549917601047,,lead1404@example.com,
Vitor Ferreira,+5534958474097,,lead1405@example.com,"vip, ortho, implant"
Fernanda Oliveira,+5599964422341,,lead1406@example.com,
Bruno Costa,+5511927357068,23826513266,,"checkup, vip, urgent"
Eduardo Nascimento,+5588956313213,63598947690,lead1408@example.com,"braces, new-patient"
Igor Pereira,+5518921952291,48549716146,lead1409@example.com,"cleaning, braces"
Olivia Martins,+5553931888389,90704404400,lead1410@example.com,"cleaning, implant"
Igor Nascimento,+5533963859585,20843427329,lead1411@example.com,
Tatiana Nascimento,+5547964698726,,lead1412@example.com,"braces, cleaning, urgent"
Julia Carvalho,+5555999024045,,,"returning, implant"
Yasmin Costa,+5573967180917,,lead1414@example.com,"ortho, urgent, whitening"
Rafaela Ribeiro,+5571978142897,99381507309,lead1415@example.com,"braces, checkup, vip"
Vitor Nascimento,+5598935163710,81154932362,,checkup
Carlos Oliveira,+5549982953961,75092177500,lead1417@example.com,braces
Julia Araújo,+5545985106071,29062687474,lead1418@example.com,
Julia Oliveira,+5538917521426,,,"braces, whitening, vip"
Samuel Costa,+5518966362987,,lead1420@example.com,"checkup, returning, new-patient"
Pedro Barbosa,+5533968951828,51615787003,lead1421@example.com,vip
Yasmin Ribeiro,+5571917123748,10918851416,lead1422@example.com,
Fernanda Rodrigues,+5579963768387,70558825915,lead1423@example.com,vip
Gabriel Rodrigues,+5583955688969,42100117203,lead1424@example.com,new-patient
Igor Souza,+5573921078795,,lead1425@example.com,"new-patient, ortho"
Olivia Almeida,+5515990517535,93643190522,lead1426@example.com,"vip, returning"
Diana Silva,+5598983637965,47231964397,lead1427@example.com,"whitening, braces, urgent"
Carlos Rocha,+5511963414847,96705375094,,implant
Rafaela Araújo,+5543943475050,,lead1429@example.com,"braces, returning"
Yasmin Barbosa,+5516919579489,51417296720,lead1430@example.com,"braces, implant"
Eduardo Almeida,+5517975145028,,,cleaning
Lucas Ribeiro,+5568926024217,79249288557,lead1432@example.com,"vip, urgent, checkup"
Igor Rodrigues,+5548915927412,16380741941,lead1433@example.com,vip
Igor Costa,+5533939112391,66248653429,,"whitening, ortho, cleaning"
Nicolas Carvalho,+5565933670946,,lead1435@example.com,"checkup, implant, whitening"
Julia Moreira,+5549921305527,,lead1436@example.com,"cleaning, urgent"
Tatiana Ribeiro,+5592915996143,09857546803,lead1437@example.com,cleaning
Samuel Costa,+5543919858312,60818084677,lead1438@example.com,"checkup, braces"
Yasmin Nascimento,+5587973452641,33656194106,lead1439@example.com,"new-patient, checkup"
Tatiana Ferreira,+5585995171537,62192545380,lead1440@example.com,returning
Carlos Araújo,+5553970482265,69763078261,lead1441@example.com,
Tatiana Barbosa,+5584959654471,25251445547,lead1442@example.com,"returning, braces"
